82.11	-11.09	7.69
82.18	-11.22	7.82
82.25	-11.35	7.95
82.32	-11.48	8.08
82.39	-11.61	8.21
82.46	-11.74	8.34
82.53	-11.87	8.47
82.6	-12	8.6
82.83	-12.2	8.72
83.06	-12.4	8.84
83.29	-12.6	8.96
83.52	-12.8	9.08
83.75	-13	9.2
83.98	-13.2	9.32
84.21	-13.4	9.44
84.44	-13.6	9.56
84.67	-13.8	9.68
84.9	-14	9.8
84.54	-13.96	9.84
84.18	-13.92	9.88
83.82	-13.88	9.92
83.46	-13.84	9.96
83.1	-13.8	10
82.74	-13.76	10.04
82.38	-13.72	10.08
82.02	-13.68	10.12
81.66	-13.64	10.16
81.3	-13.6	10.2
80.36	-13.44	10.01
79.42	-13.28	9.82
78.48	-13.12	9.63
77.54	-12.96	9.44
76.6	-12.8	9.25
75.66	-12.64	9.06
74.72	-12.48	8.87
73.78	-12.32	8.68
72.84	-12.16	8.49
71.9	-12	8.3
72.14	-12.13	8.43
72.38	-12.26	8.56
72.62	-12.39	8.69
72.86	-12.52	8.82
73.1	-12.65	8.95
73.34	-12.78	9.08
73.58	-12.91	9.21
73.82	-13.04	9.34
74.06	-13.17	9.47
74.3	-13.3	9.6
74.51	-13.26	9.49
74.72	-13.22	9.38
74.93	-13.18	9.27
75.14	-13.14	9.16
75.35	-13.1	9.05
75.56	-13.06	8.94
75.77	-13.02	8.83
75.98	-12.98	8.72
76.19	-12.94	8.61
76.4	-12.9	8.5
75.09	-12.67	8.35
73.78	-12.44	8.2
72.47	-12.21	8.05
71.16	-11.98	7.9
69.85	-11.75	7.75
68.54	-11.52	7.6
67.23	-11.29	7.45
65.92	-11.06	7.3
64.61	-10.83	7.15
63.3	-10.6	7
64.14	-10.7	7.06
64.98	-10.8	7.12
65.82	-10.9	7.18
66.66	-11	7.24
67.5	-11.1	7.3
68.34	-11.2	7.36
69.18	-11.3	7.42
70.02	-11.4	7.48
70.86	-11.5	7.54
71.7	-11.6	7.6
72.23	-11.66	7.64
72.76	-11.72	7.68
73.29	-11.78	7.72
73.82	-11.84	7.76
74.35	-11.9	7.8
74.88	-11.96	7.84
75.41	-12.02	7.88
75.94	-12.08	7.92
76.47	-12.14	7.96
77	-12.2	8
75.82	-12	7.87
74.64	-11.8	7.74
73.46	-11.6	7.61
72.28	-11.4	7.48
71.1	-11.2	7.35
69.92	-11	7.22
68.74	-10.8	7.09
67.56	-10.6	6.96
66.38	-10.4	6.83
65.2	-10.2	6.7
63.45	-9.96	6.55
61.7	-9.72	6.4
59.95	-9.48	6.25
58.2	-9.24	6.1
56.45	-9	5.95
54.7	-8.76	5.8
52.95	-8.52	5.65
51.2	-8.28	5.5
49.45	-8.04	5.35
47.7	-7.8	5.2
49.79	-8.14	5.42
51.88	-8.48	5.64
53.97	-8.82	5.86
56.06	-9.16	6.08
58.15	-9.5	6.3
60.24	-9.84	6.52
62.33	-10.18	6.74
64.42	-10.52	6.96
66.51	-10.86	7.18
68.6	-11.2	7.4
68.24	-11.12	7.34
67.88	-11.04	7.28
67.52	-10.96	7.22
67.16	-10.88	7.16
66.8	-10.8	7.1
66.44	-10.72	7.04
66.08	-10.64	6.98
65.72	-10.56	6.92
65.36	-10.48	6.86
65	-10.4	6.8
